file,energy / Ha
qm7_2613,-310.477045563794
qm7_2614,-308.07776033663
qm7_2615,-306.849124320269
qm7_2616,-305.594974031571
qm7_2617,-310.495387535984
qm7_2618,-309.260093774224
qm7_2619,-308.040893575298
qm7_262,-251.40048876738
qm7_2620,-308.044279292028
qm7_2621,-273.404054787856
qm7_2622,-308.008430789162
qm7_2623,-306.785245350505
qm7_2624,-309.26741719341
qm7_2625,-309.267956426794
qm7_2626,-310.467283369959
qm7_2627,-309.279469501525
qm7_2628,-310.475791196427
qm7_2629,-343.91682262391
qm7_263,-249.023303324799
qm7_2630,-345.152894361106
qm7_2631,-310.472701510649
qm7_2632,-272.155129750617
qm7_2633,-310.47664735516
qm7_2634,-343.911995419388
qm7_2635,-346.315629321799
qm7_2636,-345.148018616799
qm7_2637,-308.049761441419
qm7_2638,-308.035243001692
qm7_2639,-306.794454089202
qm7_264,-251.393870315211
qm7_2640,-306.781503284301
qm7_2641,-308.053041037621
qm7_2642,-309.273394267872
qm7_2643,-273.397871912308
qm7_2644,-310.473599300242
qm7_2645,-309.27047119935
qm7_2646,-346.336554815968
qm7_2647,-345.097636243864
qm7_2648,-343.883216933252
qm7_2649,-343.843632799651
qm7_265,-251.389880788963
qm7_2650,-342.622707716938
qm7_2651,-345.113580859197
qm7_2652,-345.111137479094
qm7_2653,-346.312678231114
qm7_2654,-272.146591936197
qm7_2655,-310.471916631034
qm7_2656,-308.004461887071
qm7_2657,-306.746397083184
qm7_2658,-305.487341606242
qm7_2659,-310.477182060485
qm7_266,-251.422257659112
qm7_2660,-309.238109439179
qm7_2661,-307.980537882793
qm7_2662,-346.31232208047
qm7_2663,-343.863702293442
qm7_2664,-345.102941478184
qm7_2665,-272.185159517849
qm7_2666,-310.473375041103
qm7_2667,-310.479521682545
qm7_2668,-346.315957830786
qm7_2669,-343.87715206397
qm7_267,-250.191954751825
qm7_2670,-346.32032043373
qm7_2671,-345.112418538474
qm7_2672,-308.029735759712
qm7_2673,-306.774315960167
qm7_2674,-308.054659576452
qm7_2675,-310.480187198528
qm7_2676,-270.92937884577
qm7_2677,-309.268132454082
qm7_2678,-346.340933296637
qm7_2679,-345.102589431947
qm7_268,-250.19666098858
qm7_2680,-343.872599432113
qm7_2681,-343.842557085605
qm7_2682,-342.611337492157
qm7_2683,-345.111825756519
qm7_2684,-346.315100504201
qm7_2685,-310.468054538044
qm7_2686,-309.239804031273
qm7_2687,-272.174088405097
qm7_2688,-309.238972380798
qm7_2689,-310.469905648445
qm7_269,-251.39293912692
qm7_2690,-307.99351077557
qm7_2691,-310.468776779875
qm7_2692,-309.234952268362
qm7_2693,-307.983226429596
qm7_2694,-309.239436842021
qm7_2695,-309.239415974579
qm7_2696,-310.471785209334
qm7_2697,-310.471978521217
qm7_2698,-270.923726934945
qm7_2699,-307.987584990756
qm7_27,-174.141642949175
qm7_270,-251.40151869982
qm7_2700,-310.470557850499
qm7_2701,-310.464182237498
qm7_2702,-309.230140245383
qm7_2703,-307.977932442752
qm7_2704,-309.232369416248
qm7_2705,-309.234456803989
qm7_2706,-310.466186536442
qm7_2707,-307.987771136006
qm7_2708,-310.47162848535
qm7_2709,-274.631445610447
qm7_271,-235.388191330056
qm7_2710,-309.243658992596
qm7_2711,-310.473903096898
qm7_2712,-307.992266461372
qm7_2713,-310.477685885441
qm7_2714,-310.475638482599
qm7_2715,-310.463425243389
qm7_2716,-309.229548998633
qm7_2717,-306.745519519242
qm7_2718,-308.008452278389
qm7_2719,-308.00664525277
qm7_272,-249.021058248065
qm7_2720,-270.928009889458
qm7_2721,-273.42549418602
qm7_2722,-306.75196535999
qm7_2723,-307.977765904928
qm7_2724,-306.752196231402
qm7_2725,-305.502070250905
qm7_2726,-309.233750710323
qm7_2727,-309.235881610387
qm7_2728,-309.234803126593
qm7_2729,-309.229409862104
qm7_273,-265.028111730926
qm7_2730,-310.464836067532
qm7_2731,-309.238577476437
qm7_2732,-269.679971539451
qm7_2733,-310.467267238381
qm7_2734,-307.976335602429
qm7_2735,-307.987556189816
qm7_2736,-309.234540200629
qm7_2737,-309.232534130477
qm7_2738,-310.465552935253
qm7_2739,-307.982561599542
qm7_274,-266.203841274604
qm7_2740,-311.701287831895
qm7_2741,-306.786284583394
qm7_2742,-308.038082959555
qm7_2743,-273.405519400264
qm7_2744,-308.036266393874
qm7_2745,-308.0238535975
qm7_2746,-306.785826937896
qm7_2747,-308.036635185303
qm7_2748,-308.037325272538
qm7_2749,-306.777734072498
qm7_275,-266.18475350469
qm7_2750,-309.262372524444
qm7_2751,-310.472270679981
qm7_2752,-308.041835203505
qm7_2753,-310.479118052789
qm7_2754,-273.397954118592
qm7_2755,-310.480289500523
qm7_2756,-309.28570151391
qm7_2757,-309.269418105225
qm7_2758,-309.25080847763
qm7_2759,-308.05236830244
qm7_276,-266.143987060894
qm7_2760,-309.247914654553
qm7_2761,-308.041168871194
qm7_2762,-310.477474672262
qm7_2763,-310.481450323814
qm7_2764,-309.26564483615
qm7_2765,-272.145233958399
qm7_2766,-307.98946858277
qm7_2767,-306.784108536963
qm7_2768,-310.477900406462
qm7_2769,-309.27433476793
qm7_277,-251.395343601023
qm7_2770,-309.267654614656
qm7_2771,-310.47220204242
qm7_2772,-309.24977944727
qm7_2773,-308.050400442866
qm7_2774,-309.24396321672
qm7_2775,-308.038024682126
qm7_2776,-270.927523323057
qm7_2777,-310.480967804493
qm7_2778,-307.994070919179
qm7_2779,-306.788339645545
qm7_278,-267.404634535443
qm7_2780,-309.27867944729
qm7_2781,-309.267615233927
qm7_2782,-309.246421423213
qm7_2783,-308.045785608586
qm7_2784,-309.274330148917
qm7_2785,-311.702014604938
qm7_2786,-310.480018366478
qm7_2787,-269.673719922181
qm7_2788,-310.476518442785
qm7_2789,-309.278519027908
qm7_279,-251.39634458633
qm7_2790,-309.280474045597
qm7_2791,-309.269071270606
qm7_2792,-309.264506888574
qm7_2793,-311.702454639351
qm7_2794,-310.496594530673
qm7_2795,-310.472519243279
qm7_2796,-309.272881538517
qm7_2797,-310.473087564764
qm7_2798,-272.182224762868
qm7_2799,-309.273111582139
qm7_28,-172.899816023082
qm7_280,-251.390058465106
qm7_2800,-311.702697123012
qm7_2801,-311.711794060152
qm7_2802,-310.496515506803
qm7_2803,-309.218476973493
qm7_2804,-308.01488637918
qm7_2805,-311.709201980128
qm7_2806,-310.50976012205
qm7_2807,-310.497561308356
qm7_2808,-308.020040796316
qm7_2809,-270.929734779459
qm7_281,-265.009701908925
qm7_2810,-309.262842747739
qm7_2811,-308.012597996997
qm7_2812,-309.226263186697
qm7_2813,-308.000672035586
qm7_2814,-306.800346874722
qm7_2815,-308.000302378518
qm7_2816,-306.795708178974
qm7_2817,-309.228375627904
qm7_2818,-309.232517143536
qm7_2819,-308.01824344837
qm7_282,-235.390096977193
qm7_2820,-273.398783631957
qm7_2821,-306.749483122357
qm7_2822,-305.524370509463
qm7_2823,-309.23278506269
qm7_2824,-308.030245952796
qm7_2825,-308.021634332359
qm7_2826,-310.475143580427
qm7_2827,-310.476350180754
qm7_2828,-309.278170932402
qm7_2829,-310.475952137106
qm7_283,-267.39947204589
qm7_2830,-309.281277859073
qm7_2831,-273.40841287734
qm7_2832,-274.664095977352
qm7_2833,-309.264575041353
qm7_2834,-310.475895726855
qm7_2835,-310.477059698345
qm7_2836,-309.280298597427
qm7_2837,-309.265207149572
qm7_2838,-309.274569474865
qm7_2839,-309.263028411845
qm7_284,-266.230630594758
qm7_2840,-311.700169146639
qm7_2841,-310.473638412473
qm7_2842,-309.274237689151
qm7_2843,-272.157522032688
qm7_2844,-311.705281903236
qm7_2845,-310.499173001686
qm7_2846,-311.707030408726
qm7_2847,-310.508333092937
qm7_2848,-310.497384045536
qm7_2849,-311.702482111848
qm7_285,-265.044705336012
qm7_2850,-310.496029958561
qm7_2851,-309.225378163431
qm7_2852,-309.223372799288
qm7_2853,-308.026620428229
qm7_2854,-273.408345231634
qm7_2855,-308.016559377136
qm7_2856,-310.471499357358
qm7_2857,-309.271870039454
qm7_2858,-310.472945902801
qm7_2859,-309.272592783506
qm7_286,-263.747195258479
qm7_2860,-311.702747644433
qm7_2861,-311.711955345991
qm7_2862,-310.495920707218
qm7_2863,-309.221889411422
qm7_2864,-308.014740058128
qm7_2865,-273.401191882576
qm7_2866,-311.708134753239
qm7_2867,-310.508047581867
qm7_2868,-310.496836841813
qm7_2869,-311.689455563473
qm7_287,-264.976505733335
qm7_2870,-310.457125319428
qm7_2871,-310.472644288179
qm7_2872,-310.459307153829
qm7_2873,-311.691913136482
qm7_2874,-310.468612950018
qm7_2875,-311.695423700752
qm7_2876,-272.148108297783
qm7_2877,-311.694189554429
qm7_2878,-309.20658868985
qm7_2879,-310.467105951818
qm7_288,-264.974463863643
qm7_2880,-310.472841113093
qm7_2881,-311.69433737656
qm7_2882,-345.153903538966
qm7_2883,-345.151084631388
qm7_2884,-345.152127512437
qm7_2885,-345.147757581626
qm7_2886,-345.152115877391
qm7_2887,-273.393886476904
qm7_2888,-346.380107121901
qm7_2889,-346.379523629227
qm7_289,-266.200670166091
qm7_2890,-343.89372989187
qm7_2891,-343.904158080098
qm7_2892,-345.147691228373
qm7_2893,-345.148776678186
qm7_2894,-346.378788433998
qm7_2895,-343.894884792362
qm7_2896,-346.377637043258
qm7_2897,-311.694395231589
qm7_2898,-272.141514073402
qm7_2899,-306.780428385938
qm7_29,-174.134013926176
qm7_290,-265.025253851067
qm7_2900,-306.770289254849
qm7_2901,-308.039737607571
qm7_2902,-306.778756446153
qm7_2903,-309.234824107672
qm7_2904,-306.786496864014
qm7_2905,-309.24249623838
qm7_2906,-309.247251619377
qm7_2907,-307.991147187276
qm7_2908,-308.04972099341
qm7_2909,-274.630248513737
qm7_291,-251.398828962031
qm7_2910,-306.789326450707
qm7_2911,-309.242083859963
qm7_2912,-307.986186930451
qm7_2913,-309.237731261343
qm7_2914,-308.047195811627
qm7_2915,-306.789003332994
qm7_2916,-309.243520745447
qm7_2917,-307.985212961795
qm7_2918,-309.239183419361
qm7_2919,-306.789502812669
qm7_292,-250.162647569606
qm7_2920,-273.380314509367
qm7_2921,-307.991352956332
qm7_2922,-309.245451101006
qm7_2923,-308.007444872187
qm7_2924,-310.473076797589
qm7_2925,-310.471485513317
qm7_2926,-309.222315316425
qm7_2927,-309.275798409877
qm7_2928,-308.015875722667
qm7_2929,-310.475678797444
qm7_293,-236.622097237482
qm7_2930,-309.219566659834
qm7_2931,-270.884620748005
qm7_2932,-310.471924650643
qm7_2933,-309.260793059442
qm7_2934,-308.008046400301
qm7_2935,-310.468496655475
qm7_2936,-309.215239004888
qm7_2937,-306.795298564757
qm7_2938,-305.531726790326
qm7_2939,-307.989653462488
qm7_294,-248.906227138698
qm7_2940,-306.73253535597
qm7_2941,-307.987227806665
qm7_2942,-274.636352426981
qm7_2943,-274.637040815959
qm7_2944,-309.238924142208
qm7_2945,-309.244669228261
qm7_2946,-308.009298442674
qm7_2947,-311.711870917415
qm7_2948,-310.478513012434
qm7_2949,-309.221592910143
qm7_295,-267.402995235968
qm7_2950,-310.47236590279
qm7_2951,-310.474823553976
qm7_2952,-310.472266397191
qm7_2953,-309.22004447495
qm7_2954,-273.406800352421
qm7_2955,-310.509869191727
qm7_2956,-309.27479767839
qm7_2957,-308.015027907989
qm7_2958,-311.708932078021
qm7_2959,-310.472029933667
qm7_296,-264.977345735902
qm7_2960,-309.217118031748
qm7_2961,-310.46932182487
qm7_2962,-343.904360821478
qm7_2963,-343.907178788491
qm7_2964,-343.90391170762
qm7_2965,-272.151476132109
qm7_2966,-343.890059106959
qm7_2967,-343.897201599576
qm7_2968,-345.128850961836
qm7_2969,-343.91039830142
qm7_297,-267.404099577178
qm7_2970,-345.137083915296
qm7_2971,-346.319789999093
qm7_2972,-345.120251861239
qm7_2973,-345.127128323951
qm7_2974,-343.90869326429
qm7_2975,-346.324361995509
qm7_2976,-273.403305854216
qm7_2977,-345.112824185097
qm7_2978,-345.131777185227
qm7_2979,-345.124390428349
qm7_298,-267.407215055781
qm7_2980,-343.901330575275
qm7_2981,-346.321139532764
qm7_2982,-345.115322499384
qm7_2983,-345.13246529747
qm7_2984,-345.140250737031
qm7_2985,-345.130467468211
qm7_2986,-346.370673925951
qm7_2987,-272.1497585365
qm7_2988,-347.554478306709
qm7_2989,-346.346307678917
qm7_299,-251.403889110277
qm7_2990,-346.352454666129
qm7_2991,-345.133783654285
qm7_2992,-347.552773374316
qm7_2993,-346.345647442698
qm7_2994,-346.365663847832
qm7_2995,-345.129677315388
qm7_2996,-346.341927244286
qm7_2997,-343.86500393509
qm7_2998,-274.628222673499
qm7_2999,-342.650556588842
qm7_3,-77.168760610252
qm7_30,-172.917879802672
qm7_300,-250.194918826288
qm7_3000,-345.072820672049
qm7_3001,-343.855070989929
qm7_3002,-343.88133749863
qm7_3003,-345.133404629248
qm7_3004,-345.133332276362
qm7_3005,-345.128810665983
qm7_3006,-347.55796519352
qm7_3007,-346.350435878305
qm7_3008,-346.36821710352
qm7_3009,-273.376680820479
qm7_301,-266.236197066541
qm7_3010,-347.54893486918
qm7_3011,-346.335537309822
qm7_3012,-346.352440069083
qm7_3013,-345.133414985607
qm7_3014,-347.55238549794
qm7_3015,-346.344481264967
qm7_3016,-346.363289629099
qm7_3017,-347.537477183524
qm7_3018,-346.371136829943
qm7_3019,-310.459629296185
qm7_302,-265.046793694873
qm7_3020,-272.155485687954
qm7_3021,-309.222492930916
qm7_3022,-308.038273972616
qm7_3023,-308.045807420977
qm7_3024,-307.96644269798
qm7_3025,-309.233280537211
qm7_3026,-309.235449408846
qm7_3027,-309.264057405166
qm7_3028,-310.463288302542
qm7_3029,-310.475565034713
qm7_303,-267.401893974367
qm7_3030,-310.472139177846
qm7_3031,-270.907227202527
qm7_3032,-309.280302425816
qm7_3033,-310.47287639389
qm7_3034,-343.873625034303
qm7_3035,-343.874692066159
qm7_3036,-345.098813440051
qm7_3037,-346.315458582499
qm7_3038,-346.310238051822
qm7_3039,-345.108438782745
qm7_304,-236.621787215287
qm7_3040,-346.314292107796
qm7_3041,-311.694412305361
qm7_3042,-274.634521824235
qm7_3043,-306.785852236102
qm7_3044,-309.220068637994
qm7_3045,-307.966270467113
qm7_3046,-306.709919587117
qm7_3047,-309.242669368884
qm7_3048,-310.474102902079
qm7_3049,-309.243588369007
qm7_305,-266.208117135875
qm7_3050,-309.234577137202
qm7_3051,-307.977989255547
qm7_3052,-309.249990885376
qm7_3053,-274.628703055396
qm7_3054,-274.670156886715
qm7_3055,-309.240110088643
qm7_3056,-307.983638191525
qm7_3057,-308.04818254606
qm7_3058,-306.794095548627
qm7_3059,-309.268521801168
qm7_306,-264.984827223702
qm7_3060,-310.480495933111
qm7_3061,-309.225677903615
qm7_3062,-311.702441245532
qm7_3063,-310.480872686043
qm7_3064,-310.460955406941
qm7_3065,-273.377319503692
qm7_3066,-309.205036487849
qm7_3067,-309.249231798657
qm7_3068,-307.997202524116
qm7_3069,-310.477055816907
qm7_307,-251.396459619393
qm7_3070,-310.470127449167
qm7_3071,-309.219058684816
qm7_3072,-309.282158795324
qm7_3073,-310.509485362692
qm7_3074,-309.281817428439
qm7_3075,-308.02687167951
qm7_3076,-272.145693299556
qm7_3077,-309.273497059378
qm7_3078,-308.020690190071
qm7_3079,-310.479292161446
qm7_308,-251.395626506309
qm7_3080,-311.709015927502
qm7_3081,-310.478121226305
qm7_3082,-309.229003544613
qm7_3083,-310.475101252073
qm7_3084,-309.224964032353
qm7_3085,-310.469294253265
qm7_3086,-310.459528504551
qm7_3087,-273.394399959558
qm7_3088,-309.204813888518
qm7_3089,-310.47190280027
qm7_309,-250.160874583402
qm7_3090,-311.698195149943
qm7_3091,-310.477406871534
qm7_3092,-310.457285420052
qm7_3093,-309.201225817752
qm7_3094,-347.538040995614
qm7_3095,-343.904849908993
qm7_3096,-345.08629118675
qm7_3097,-346.314347607373
qm7_3098,-272.142307715947
qm7_3099,-345.145996489479
qm7_31,-172.911400882889
qm7_310,-248.905114826527
qm7_3100,-345.100297460485
qm7_3101,-346.319827026074
qm7_3102,-345.145598702612
qm7_3103,-345.105774549305
qm7_3104,-345.112936654007
qm7_3105,-343.907528088207
qm7_3106,-345.142196016959
qm7_3107,-347.542329511369
qm7_3108,-347.558930545694
qm7_3109,-272.143068245823
qm7_311,-251.395118956309
qm7_3110,-346.345210351443
qm7_3111,-346.380244170224
qm7_3112,-346.327887328544
qm7_3113,-347.545285228406
qm7_3114,-346.313608982407
qm7_3115,-345.120018058811
qm7_3116,-346.354144569189
qm7_3117,-346.340232423502
qm7_3118,-346.355321380108
qm7_3119,-346.357484805997
qm7_312,-251.384849970087
qm7_3120,-270.888866844479
qm7_3121,-345.148157197386
qm7_3122,-345.14021359591
qm7_3123,-347.555386493247
qm7_3124,-347.558503360314
qm7_3125,-346.358355928757
qm7_3126,-346.34090705984
qm7_3127,-346.324592493919
qm7_3128,-346.374969583612
qm7_3129,-346.323759870945
qm7_313,-251.390574148958
qm7_3130,-347.532689831504
qm7_3131,-272.16896476298
qm7_3132,-346.333391620604
qm7_3133,-347.540116532542
qm7_3134,-347.534636579674
qm7_3135,-346.316369535361
qm7_3136,-345.143008335758
qm7_3137,-310.463317488345
qm7_3138,-310.476553549123
qm7_3139,-346.2997761149
qm7_314,-250.157952149722
qm7_3140,-345.122626543917
qm7_3141,-346.316793872937
qm7_3142,-270.936414308971
qm7_3143,-310.468212466102
qm7_3144,-309.239031555136
qm7_3145,-309.277677685379
qm7_3146,-310.477576094758
qm7_3147,-310.476367765205
qm7_3148,-310.465254247009
qm7_3149,-345.111472382542
qm7_315,-236.621480127968
qm7_3150,-346.318520586028
qm7_3151,-346.319136159286
qm7_3152,-346.29807563931
qm7_3153,-269.679983491201
qm7_3154,-345.067932585901
qm7_3155,-345.108027395801
qm7_3156,-346.310139863349
qm7_3157,-346.315801756638
qm7_3158,-346.322549309249
qm7_3159,-310.459842977388
qm7_316,-248.903859863453
qm7_3160,-309.234804133697
qm7_3161,-309.272975268011
qm7_3162,-310.474127660601
qm7_3163,-346.293758030951
qm7_3164,-270.931623841625
qm7_3165,-274.662799846804
qm7_3166,-345.067939415642
qm7_3167,-345.108508861283
qm7_3168,-346.313185143263
qm7_3169,-308.013895373468
qm7_317,-251.39560286587
qm7_3170,-306.758912321263
qm7_3171,-308.014744862602
qm7_3172,-306.753057309717
qm7_3173,-307.983060082474
qm7_3174,-308.055121257289
qm7_3175,-306.796044533909
qm7_3176,-269.672499319803
qm7_3177,-308.045113549226
qm7_3178,-306.79128320031
qm7_3179,-310.508664163635
qm7_318,-251.402204946521
qm7_3180,-306.795288145216
qm7_3181,-305.542526155938
qm7_3182,-309.273935788052
qm7_3183,-308.022746567886
qm7_3184,-309.241752277991
qm7_3185,-307.982861538872
qm7_3186,-306.7224433252
qm7_3187,-273.387632413118
qm7_3188,-310.478567219231
qm7_3189,-309.24984498029
qm7_319,-251.389491577931
qm7_3190,-307.992560903472
qm7_3191,-309.247824800217
qm7_3192,-307.995231426395
qm7_3193,-311.709653169785
qm7_3194,-310.475234010914
qm7_3195,-309.219864375827
qm7_3196,-307.996223582156
qm7_3197,-306.747057306413
qm7_3198,-272.150603619503
qm7_3199,-310.48029967149
qm7_32,-171.659201017214
qm7_320,-250.156206727356
qm7_3200,-310.474191634708
qm7_3201,-309.223241215982
qm7_3202,-309.236756867778
qm7_3203,-307.98054871402
qm7_3204,-310.471081416175
qm7_3205,-310.474504004288
qm7_3206,-309.247324314226
qm7_3207,-307.993046630283
qm7_3208,-310.477645035595
qm7_3209,-270.894763596874
qm7_321,-248.903929029903
qm7_3210,-309.247815942692
qm7_3211,-307.986506242325
qm7_3212,-311.699441355026
qm7_3213,-310.47774960499
qm7_3214,-311.700202833393
qm7_3215,-310.464145467516
qm7_3216,-309.208711107436
qm7_3217,-310.462847067357
qm7_3218,-311.697364983296
qm7_3219,-310.464851290529
qm7_322,-250.161338078793
qm7_3220,-269.68475769635
qm7_3221,-309.212771300101
qm7_3222,-310.461179964312
qm7_3223,-309.209023222822
qm7_3224,-347.541799849769
qm7_3225,-343.881343989585
qm7_3226,-343.875967448643
qm7_3227,-345.103645259569
qm7_3228,-346.350492125893
qm7_3229,-345.122156592715
qm7_323,-250.162161184623
qm7_3230,-343.912790018021
qm7_3231,-268.440944830382
qm7_3232,-345.122839264962
qm7_3233,-343.913211206453
qm7_3234,-346.356554816059
qm7_3235,-343.861743131632
qm7_3236,-342.64810826787
qm7_3237,-345.152695764663
qm7_3238,-345.145948103246
qm7_3239,-347.549644346753
qm7_324,-251.392367162329
qm7_3240,-345.114379401051
qm7_3241,-346.317279656665
qm7_3242,-273.388389750047
qm7_3243,-345.114745679142
qm7_3244,-346.320632399541
qm7_3245,-345.118239667084
qm7_3246,-347.555214564551
qm7_3247,-347.562118105647
qm7_3248,-346.342812706037
qm7_3249,-345.059934836397
qm7_325,-248.910820861984
qm7_3250,-343.854443606246
qm7_3251,-347.558984524048
qm7_3252,-346.358686253243
qm7_3253,-272.156427386129
qm7_3254,-346.347730850704
qm7_3255,-345.102661673281
qm7_3256,-346.312955907573
qm7_3257,-345.117473235763
qm7_3258,-346.316986918921
qm7_3259,-345.110312117751
qm7_326,-236.62375237529
qm7_3260,-347.543484987433
qm7_3261,-346.329439298355
qm7_3262,-347.544639042878
qm7_3263,-346.337298620759
qm7_3264,-270.905395621558
qm7_3265,-346.327763831529
qm7_3266,-347.521148385811
qm7_3267,-346.298337050642
qm7_3268,-347.538985188212
qm7_3269,-347.537930643711
qm7_327,-234.153594003235
qm7_3270,-342.642227419859
qm7_3271,-343.908882528413
qm7_3272,-342.642784269694
qm7_3273,-345.077146847155
qm7_3274,-343.914411078134
qm7_3275,-272.151813616269
qm7_3276,-274.637992945688
qm7_3277,-342.649722441841
qm7_3278,-345.120661179663
qm7_3279,-343.856528418345
qm7_328,-252.627434196176
qm7_3280,-345.111579738176
qm7_3281,-343.849192498587
qm7_3282,-346.324285318619
qm7_3283,-345.065747088119
qm7_3284,-345.123514738491
qm7_3285,-343.862218871549
qm7_3286,-346.32453985802
qm7_3287,-270.90031761386
qm7_3288,-345.061745034458
qm7_3289,-346.317967646081
qm7_329,-246.488756394163
qm7_3290,-345.131347566863
qm7_3291,-343.874369581142
qm7_3292,-346.376310045521
qm7_3293,-345.142164745008
qm7_3294,-343.877130877866
qm7_3295,-346.309713217538
qm7_3296,-345.136864389303
qm7_3297,-345.137568045953
qm7_3298,-274.634026572469
qm7_3299,-343.880988735448
qm7_33,-192.742335450845
qm7_330,-247.754639806198
qm7_3300,-310.462433246273
qm7_3301,-309.225722806785
qm7_3302,-307.97273307174
qm7_3303,-346.29901912708
qm7_3304,-346.305957104282
qm7_3305,-345.096894535132
qm7_3306,-346.28537715551
qm7_3307,-346.298355614819
qm7_3308,-310.46752123313
qm7_3309,-273.408060706641
qm7_331,-247.750228561447
qm7_3310,-310.462576500792
qm7_3311,-310.461463155312
qm7_3312,-346.310487211379
qm7_3313,-346.304879948736
qm7_3314,-346.297766598608
qm7_3315,-345.103499863644
qm7_3316,-310.490953238282
qm7_3317,-309.268037331431
qm7_3318,-308.045475700682
qm7_3319,-308.045021772884
qm7_332,-246.500419990492
qm7_3320,-272.152704623542
qm7_3321,-310.467496722455
qm7_3322,-308.029173999614
qm7_3323,-309.262396827893
qm7_3324,-310.465267584664
qm7_3325,-309.261617850037
qm7_3326,-343.911114302036
qm7_3327,-346.333978098031
qm7_3328,-345.107835267137
qm7_3329,-343.903759481454
qm7_333,-248.974566587472
qm7_3330,-346.32338042624
qm7_3331,-273.411065277034
qm7_3332,-345.096307875545
qm7_3333,-346.298318211034
qm7_3334,-345.109186660116
qm7_3335,-346.306421940831
qm7_3336,-346.301523583557
qm7_3337,-345.097077285566
qm7_3338,-346.303018816486
qm7_3339,-345.101081273699
qm7_334,-246.49581810699
qm7_3340,-345.101274868201
qm7_3341,-310.45813808288
qm7_3342,-274.632607447741
qm7_3343,-346.295151661475
qm7_3344,-310.459391753464
qm7_3345,-310.459941580724
qm7_3346,-346.295406481515
qm7_3347,-346.29802171896
qm7_3348,-346.292159148451
qm7_3349,-346.29708675611
qm7_335,-245.247979930223
qm7_3350,-346.305327199185
qm7_3351,-310.45666365476
qm7_3352,-309.233010225968
qm7_3353,-273.410061202745
qm7_3354,-309.230819341525
qm7_3355,-310.460323823857
qm7_3356,-346.292320713752
qm7_3357,-345.066687434105
qm7_3358,-345.072595280935
qm7_3359,-346.294890268518
qm7_336,-247.721692197393
qm7_3360,-309.244352293698
qm7_3361,-307.989175915357
qm7_3362,-309.247061184359
qm7_3363,-310.46814714557
qm7_3364,-272.161426129269
qm7_3365,-309.246112945568
qm7_3366,-307.995017153951
qm7_3367,-309.23295667108
qm7_3368,-307.979634316155
qm7_3369,-309.248515744002
qm7_337,-251.398446703869
qm7_3370,-310.473967025648
qm7_3371,-309.24332759791
qm7_3372,-307.99367161966
qm7_3373,-309.237442383592
qm7_3374,-307.983125731506
qm7_3375,-273.397251639191
qm7_3376,-309.243112362119
qm7_3377,-307.984870279464
qm7_3378,-309.221138900903
qm7_3379,-307.964762068308
qm7_338,-236.622643265498
qm7_3380,-310.470674655479
qm7_3381,-309.24877562138
qm7_3382,-307.991121606574
qm7_3383,-310.460717564193
qm7_3384,-309.20104487639
qm7_3385,-310.464607908183
qm7_3386,-272.144095897893
qm7_3387,-274.662919461722
qm7_3388,-272.099715251536
qm7_3389,-311.694811762314
qm7_339,-251.402771357281
qm7_3390,-310.465700713176
qm7_3391,-309.21080514272
qm7_3392,-310.460212220688
qm7_3393,-309.208396565924
qm7_3394,-306.704389505083
qm7_3395,-310.461079722433
qm7_3396,-309.230852298168
qm7_3397,-307.977782819182
qm7_3398,-309.231371542417
qm7_3399,-273.408986238483
qm7_34,-192.745743345993
qm7_340,-248.98408504241
qm7_3400,-307.976343752884
qm7_3401,-310.462960396972
qm7_3402,-311.694922954292
qm7_3403,-310.45722682922
qm7_3404,-309.205616522962
qm7_3405,-307.976093520662
qm7_3406,-306.726620890862
qm7_3407,-310.461090318687
qm7_3408,-311.689902663218
qm7_3409,-310.46008269349
qm7_341,-251.401274243559
qm7_3410,-274.631256642844
qm7_3411,-309.214556267339
qm7_3412,-310.455009669411
qm7_3413,-309.203961534124
qm7_3414,-347.529141385163
qm7_3415,-346.310862333533
qm7_3416,-346.310902002132
qm7_3417,-345.115948791326
qm7_3418,-346.312058913733
qm7_3419,-345.120111600043
qm7_342,-248.978225169337
qm7_3420,-345.100774776045
qm7_3421,-273.401686625756
qm7_3422,-346.317132417057
qm7_3423,-346.317816546282
qm7_3424,-345.117565306528
qm7_3425,-345.104853087856
qm7_3426,-345.101427169469
qm7_3427,-345.088855772872
qm7_3428,-347.539075961087
qm7_3429,-346.313604422397
qm7_343,-251.398474612174
qm7_3430,-345.118799030519
qm7_3431,-347.54183360784
qm7_3432,-272.160616370188
qm7_3433,-346.328663466024
qm7_3434,-347.543152757154
qm7_3435,-346.33740587098
qm7_3436,-346.326926535091
qm7_3437,-346.296977681723
qm7_3438,-345.09591607775
qm7_3439,-346.300576112815
qm7_344,-248.979125611053
qm7_3440,-345.100133833212
qm7_3441,-347.538221818769
qm7_3442,-347.544995728186
qm7_3443,-273.398432417808
qm7_3444,-346.32612353309
qm7_3445,-345.043316439972
qm7_3446,-343.834745244109
qm7_3447,-347.536334750726
qm7_3448,-346.336123351667
qm7_3449,-346.327628948549
qm7_345,-248.973889168678
qm7_3450,-347.518576623115
qm7_3451,-346.30052365301
qm7_3452,-347.538671529706
qm7_3453,-346.293639555024
qm7_3454,-272.145391897153
qm7_3455,-346.297931375036
qm7_3456,-347.521587885933
qm7_3457,-345.066745781756
