,Fragments,Value
172,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5023, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615083656477672
173,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2315, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615178959124755
174,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1041, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6614, 6620, 6662, 6732, 6801, 6825]",17.61523119493586
175,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2314, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61523701510091
176,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2583, 2645, 2832, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61524009857576
177,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2464, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615451989285116
178,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4236, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615509333350705
179,"[196, 307, 318, 389, 390, 411, 440, 498, 529, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615574005167687
180,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2466, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61564005349728
181,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 4605, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61564028748883
182,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1451, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6825]",17.615669030215408
183,"[196, 222, 307, 318, 389, 390, 411, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615685450042726
184,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825, 6930]",17.615702694941646
185,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825, 6913]",17.61571533491673
186,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2132, 2385, 2459, 2517, 2579, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615725364798337
187,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 778, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6801, 6825]",17.61574863875918
188,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3637, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61577124826798
189,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6277, 6339, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615803719716084
190,"[196, 307, 318, 389, 390, 411, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 5734, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615828527824597
191,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6614, 6620, 6662, 6673, 6732, 6801, 6825]",17.615891271764838
192,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5645, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615909890890187
193,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2379, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615970178568745
194,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2472, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.615993524237126
195,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2833, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616014468920653
196,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2519, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61602582922012
197,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2401, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61605961334503
198,"[196, 307, 318, 389, 390, 411, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2085, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61618518790347
199,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2516, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616321019650968
200,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825, 6947]",17.616329070675476
201,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4435, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616328709614187
202,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4250, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61642694052764
203,"[196, 307, 318, 389, 390, 411, 439, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61643588552385
204,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2406, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616449137294428
205,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3711, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61648494676851
206,"[196, 307, 318, 389, 390, 411, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6586, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616517388048905
207,"[196, 307, 318, 389, 390, 411, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3123, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616526568964595
208,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2467, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616563713583922
209,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3153, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616698840297843
210,"[196, 307, 318, 389, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2435, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61671422831737
211,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6277, 6337, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616732655919428
212,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 3973, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616743202126507
213,"[196, 307, 318, 389, 390, 411, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 2864, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61677875183215
214,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825, 6887]",17.61684922663263
215,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4256, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616941751584747
216,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4294, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.616956009325598
217,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825, 6946]",17.61698149463976
218,"[196, 307, 318, 389, 390, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2262, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61707253180336
219,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2453, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.617123955253437
220,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825, 6933]",17.617148707489378
221,"[196, 285, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.617166594279546
222,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6494, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61728818946915
223,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6277, 6342, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.617317556362135
224,"[24, 196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61742957237135
225,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 5079, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801]",17.617522536432375
226,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 4018, 4033, 4106, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.617537597903972
227,"[196, 307, 318, 389, 390, 411, 440, 441, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801]",17.617554106860066
228,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4303, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.617588334465175
229,"[196, 307, 317, 318, 389, 390, 411, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61760944246532
230,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 5674, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.617632163753655
231,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4291, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61763376899708
232,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4315, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.617677735525895
233,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 4926, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.617680573470416
234,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2109, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61768098191969
235,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825, 6867]",17.617703901030296
236,"[196, 307, 318, 389, 390, 411, 440, 498, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 1863, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61770579028724
237,"[196, 307, 318, 389, 390, 411, 440, 498, 552, 737, 738, 786, 807, 880, 888, 1045, 1081, 1088, 1106, 1215, 1533, 2385, 2459, 2517, 2579, 2645, 2832, 2859, 3316, 3359, 3495, 3542, 3551, 4018, 4033, 4449, 5022, 6055, 6165, 6229, 6277, 6399, 6427, 6439, 6465, 6474, 6594, 6595, 6614, 6620, 6662, 6732, 6801, 6825]",17.61774894813506
